
locality,home_type,subtype,price,type_of_sale,room,area,equipped,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_land_area,facades,swimming_pool,state_of_building
 Prinses Elisabethlaan 31,Appartement,,850000,,,,,,,,,,,,,0, Bien neuf
 Hondspootstraat 7,Ferme,,850000,,,,,0,,,,,, 53.92 ares,,0,
 Diksmuidseweg 379,Maison,,850000,,,,,0,,,,,, 30 ares,,0,
,Penthouse,,850000,,,,,0,,,,,,,,0,
 Albert I Laan 68,Appartement,,850000,,,,,0,,,,,,,,0,
 Albert I Laan 68,Appartement,,850000,,,,,0,,,,,,,,0,
 Jaak van Buggenhoutlaan 26,Villa,,850000,,,,,0,,,,,, 2.6 ares,,0, Rénové
 Astridlaan 152,Villa,,864000,,,,,0,,,,1, 4 ares, 17.1 ares,,0, Bien neuf
,Maison,,865000,,,,,0,,,,,, 5.63 ares,,0,
,Villa,,875000,,,,,0,,,,,,,,0,
 Dijk 4,Maison,,875000,,,,,0,,,,,, 49 ares,,0,
 Rue du Moulin  50,Maison,,875000,,,,,0,,,,,,,,0,
 Kerkstraat 163,Villa,,875000,,,,,0,,,,,, 107.11 ares,,0, Bien neuf
 Vlierstraat 4,Rez-de-chaussée,,877000,,,,,0,,,,1, 3 ares,,,0, Bien neuf
 Zonnestraat,Penthouse,,879800,,,,,0,,,,,,,,0, Bien neuf
 Koninginnelaan 16,Appartement,,880000,,,,,0,,,,,,,,0, Bien neuf
,Maison,,881000,,,,,0,,,,,, 11.35 ares,,0,
,Maison,,890000,,,,,0,,,,1, 2.5 ares, 3.3 ares,,0, Rénové
,Immeuble,,890000,,,,,0,,,,,, 4.81 ares,,0, Rénové
 Hoogledestraat 93,Villa,,890000,,,,,0,,,,,,,,0,
 Stationsstraat 63,Ferme,,895000,,,,,0,,,,1, 24.4 ares, 27.24 ares,,0,
 Albert I Laan 62C,Appartement,,895000,,,,,0,,,,,,,,0,
,Villa,,895000,,,,,0,,,,,,,,0,
,Villa,,895000,,,,,0,,,,,, 20 ares,,0,
 Van Wesenbekestraat 68-72,Appartement,,900000,,,,,0,,,,,, 1.36 are,,0,
 Statiestraat 38,Appartement,,900000,,,,,0,,,,,,,,0, Bien neuf
 Gouden-Handstraat 19,Immeuble,,900000,,,,,0,,,,,, 2.31 ares,,0,
 Bortierlaan 59,Maison,,920000,,,,,0,,,,,, 14.23 ares,,0, Besoin de travaux
,Loft,,925000,,,,,0,,,,,,,,0,
 Zeedijk 30,Appartement,,925000,,,,,0,,,,,,,,0,
,Appartement,,930000,,,,,0,,,,,,,,0,
 De Wittelaan 13,Appartement,,930000,,,,,0,,,,,, 66.53 ares,,0,
 Koningstraat 7,Maison,,939000,,,,,0,,,,,, 1.52 are,,0,
 Smeysberg 15,Villa,,948000,,,,,0,,,,,, 24.2 ares,,0, Rénové
 Zeugsteeg 7,Maison,,950000,,,,,0,,,,,,,,0,
,Maison,,950000,,,,,0,,,,,,,,0,
,Maison,,950000,,,,,0,,,,,,,,0,
 Brusselstraat 548,Villa,,950000,,,,,0,,,,1, 8.06 ares, 10.64 ares,,0,
,Maison,,960000,,,,,0,,,,1, 15.71 ares,,,0,
,Penthouse,,970000,,,,,0,,,,,,,,0,
 Berlaarsesteenweg 250,Villa,,975000,,,,,0,,,,,,,,0,
 Cuylitstraat  39,Loft,,975000,,,,,0,,,,1, 0.4 are, 2.5 ares,,0,
,Appartement,,975000,,,,,0,,,,,,,,0, Rénové
 60839,Penthouse,,980000,,,,,0,,,,,,,,0,
 Jan Van Rijswijcklaan 104,Maison,,985000,,,,,0,,,,,,,,0,
 Kasteellaan 101,Maison,,985000,,,,,0,,,,,,,,0,
,Rez-de-chaussée,,990000,,,,,0,,,,1, 1.09 are,,,0,
,Villa,,990000,,,,,,,,,1, 20 ares, 23.7 ares,,0,
 CHAUSSEE DE WATERLOO 784,Rez-de-chaussée,,990000,,,,,0,,,,1, 4 ares,,,0, Rénové
,Penthouse,,990000,,,,,0,,,,,,,,0,
,Appartement,,995000,,,,,0,,,,,,,,0,
 Albert I laan 108,Appartement,,995000,,,,,0,,,,,,,,0,
 Avenue des Chasseurs 120,Villa,,995000,,,,,0,,,,1, 19.26 ares, 21.66 ares,,0,
 Brusselse Steenweg 70,Villa,,998000,,,,,0,,,,,,,,0,
 Rue Marie-Augustine Leclercq 199,Maison,,000000,,,,,0,,,,,, 123 ares,,0,
 Kouter 150,Appartement,,025000,,,,,0,,,,,,,,0,
 Hauwaart 46,Villa,,049000,,,,,0,,,,,, 15.83 ares,,0, Bien neuf
 Hauwaart 46,Villa,,049000,,,,,0,,,,,, 15.83 ares,,0, Bien neuf
 Raamstraat 71,Villa,,049000,,,,,0,,,,1, 8.42 ares, 8.24 ares,,0,
 Raamstraat 71,Loft,,049000,,,,,0,,,,1, 8.42 ares, 8.24 ares,,0,
 Zonnestraat,Penthouse,,050000,,,,,0,,,,,,,,0, Bien neuf
,Villa,,050000,,,,,0,,,,1, 11.37 ares, 12.33 ares,,0,
 Bommelsrede 30,Villa,,050000,,,,,0,,,,,, 29.86 ares,,0,
 Mont Saint-Martin 59,Maison,,095000,,,,,0,,,,,,,,0,
,Maison,,100000,,,,,0,,,,,,,,0,
,Appartement,,100000,,,,,0,,,,,,,,0,
 Blekerijstraat 111,Penthouse,,100000,,,,,0,,,,,,,,0,
 Leopold II laan 266,Maison,,100000,,,,,0,,,,,,,,0,
 Handzamestraat 83,Villa,,100000,,,,,0,,,,,, 33.32 ares,,0,
 Blekerijstraat 111,Penthouse,,100000,,,,,0,,,,,,,,0,
,Rez-de-chaussée,,100000,,,,,0,,,,1, 5.37 ares,,,0,
 Molenstraat 21,Ferme,,120000,,,,,0,,,,,,,,0,
 Avenue Hamoir 37C,Appartement,,125000,,,,,0,,,,,,,,0,
,Villa,,140000,,,,,0,,,,,,,,0,
 Victorialaan 25,Appartement,,149000,,,,,0,,,,,,,,0, Bien neuf
 Zeedijk 78,Appartement,,150000,,,,,0,,,,,,,,0,
,Rez-de-chaussée,,150000,,,,,0,,,,,, 6.4 ares,,0,
,Maison,,150000,,,,,0,,,,,,,,0,
,Appartement,,150000,,,,,0,,,,,,,,0,
 Rue Prince Royal 21,Maison,,175000,,,,,0,,,,,, 1.05 are,,0, Rénové
,Maison,,175000,,,,,,,,,1, 0.75 are, 1.5 are,,0,
,Maison,,175000,,,,,,,,,1, 0.75 are, 1.5 are,,0,
 Rue Copernic 6G,Rez-de-chaussée,,180000,,,,,0,,,,1, 1.75 are,,,0,
 Christinastraat 151,Appartement,,195000,,,,,,,,,,,,,0,
 Engelsestraat 5,Villa,,195000,,,,,0,,,,,, 1.4 are,,0,
 Route de Namur 19,Maison,,200000,,,,,0,,,,,, 13.82 ares,,0,
,Appartement,,200000,,,,,0,,,,,,,,0,
 Boomgaardstraat 5,Immeuble,,200000,,,,,0,,,,,, 4.78 ares,,0,
 Oudeheerweg-Heide 50,Penthouse,,220000,,,,,0,,,,,,,,0,
 Oudestraat 130,Immeuble,,250000,,,,,0,,,,,,,,0,
,Penthouse,,250000,,,,,0,,,,,,,,0,
 Place Jean Delhaye 3,Maison,,250000,,,,,0,,,,,, 150 ares,,0, Rénové
 Langestraat 30,Maison,,250000,,,,,0,,,,,, 1.61 are,,0,
,Villa,,250000,,,,,0,,,,,, 31.62 ares,,0,
 Zandbeekstraat 1,Ferme,,250000,,,,,0,,,,,,,,0,
 Botestraat 50,Château,,290000,,,,,0,,,,,,,,0,
 Rue de l'Epinette,Maison,,290000,,,,,,,,,1, 17 ares,,,0,
 La Boverie 5,Maison,,290000,,,,,0,,,,,, 327.67 ares,,0,
 Dompelstraat 5,Maison,,295000,,,,,0,,,,,, 47.62 ares,,0, Bien neuf
 Dompelstraat 5,Villa,,295000,,,,,0,,,,,, 47.62 ares,,0, Bien neuf
 Rue Washington 6,Maison,,295000,,,,,0,,,,,, 1.21 are,,0,
 Avenue de Meysse  71,Villa,,295000,,,,,0,,,,1, 10 ares, 16.42 ares,,0,
 Frans Birontlaan 1,Immeuble,,299900,,,,,0,,,,,,,,0, Rénové
 Avenue Napoléon 62,Villa,,299950,,,,,0,,,,,, 9.98 ares,,0, Rénové
 Antoon De Pesseroeylaan 29,Villa,,300000,,,,,0,,,,,,,,0,
 Rue du Marché au Charbon 116,Maison,,300000,,,,,0,,,,,,,,0, Rénové
 Heuvelpad 5,Villa,,325000,,,,,0,,,,,,,,0,
 Rue Saint-Hubert 19,Appartement,,326000,,,,,0,,,,,,,,0, Bien neuf
 Rue Saint-Hubert 19,Appartement,,335000,,,,,0,,,,,,,,0, Bien neuf
 avenue du Prince d'Orange 241,Rez-de-chaussée,,350000,,,,,0,,,,,,,,0,
,Villa,,350000,,,,,0,,,,,, 24 ares,,0,
 Prinses Astridlaan 9,Villa,,385000,,,,,0,,,,,,,,0,
 Ham 51,Penthouse,,385000,,,,,0,,,,,,,,0,
 Ham 51,Penthouse,,385000,,,,,0,,,,,,,,0,
,Maison,,390000,,,,,0,,,,1, 7.5 ares, 9.5 ares,,0,
 Nieuwpoortstraat 35,Appartement,,395000,,,,,0,,,,,, 1.78 are,,0, Rénové
 Rue Saint-Hubert 19,Penthouse,,435000,,,,,0,,,,,,,,0, Bien neuf
 Rue Saint-Hubert 19,Penthouse,,435000,,,,,0,,,,,,,,0, Bien neuf
 Jozef Nellenslaan 48-50,Villa,,450000,,,,,0,,,,,,,,0,
 Iepersestraat 62,Villa,,450000,,,,,0,,,,,, 7.7 ares,,0,
,Villa,,475000,,,,,0,,,,,,,,0,
,Appartement,,480000,,,,,0,,,,,,,,0,
,Appartement,,490000,,,,,0,,,,,,,,0,
,Maison,,495000,,,,,0,,,,,, 40 ares,,0,
 Oostveld Kouter 112,Villa,,495000,,,,,0,,,,,, 94.7 ares,,0,
 Genthof 33,Villa,,495000,,,,,0,,,,1, 0.37 are, 2.05 ares,,0,
 Langestraat 35,Maison,,495000,,,,,0,,,,,, 7.7 ares,,0,
,Villa,,495000,,,,,0,,,,,, 88.13 ares,,0,
,Villa,,499000,,,,,0,,,,,,,,0,
,Villa,,500000,,,,,0,,,,,, 33.7 ares,,0,
 avenue du Prince d'Orange 241,Appartement,,500000,,,,,0,,,,,,,,0,
,Villa,,545000,,,,,0,,,,,,,,0,
 Rue du Buisson 2,Appartement,,550000,,,,,0,,,,,,,,0,
 La Golette,Maison,,550000,,,,,0,,,,,,,,0,
,Appartement,,550000,,,,,0,,,,,,,,0,
 Vlierstraat 2,Penthouse,,555000,,,,,0,,,,,,,,0, Bien neuf
,Appartement,,575000,,,,,0,,,,,,,,0,
 Kwikstaartlaan 7,Maison,,585000,,,,,0,,,,,, 9.52 ares,,0,
 Zeedijk 38,Penthouse,,650000,,,,,0,,,,,,,,0, Bien neuf
,Villa,,650000,,,,,,,,,,, 53 ares,,0,
 Amerikalei,Maison,,650000,,,,,0,,,,,, 1.4 are,,0,
 Avenue Géo Bernier 9,Maison,,650000,,,,,0,,,,,, 2.22 ares,,0,
 Avenue de la Renaissance 21,Appartement,,650000,,,,,0,,,,,,,,0,
,Villa,,675000,,,,,0,,,,,, 59 ares,,0,
,Maison,,690000,,,,,0,,,,,, 29.31 ares,,0,
,Maison,,690000,,,,,0,,,,1, 0.01 are, 1.6 are,,0,
,Villa,,695000,,,,,0,,,,,, 58.57 ares,,0,
,Maison,,725000,,,,,0,,,,,, 21.22 ares,,0,
 Zeedijk 101,Appartement,,750000,,,,,0,,,,,,,,0,
 Zeedijk 101,Appartement,,750000,,,,,0,,,,,,,,0,
 Eindeken 45,Villa,,780000,,,,,0,,,,,,,,0,
 Cezar Gezellestraat 1,Rez-de-chaussée,,784654,,,,,0,,,,,, 2.35 ares,,0, Bien neuf
,Loft,,795000,,,,,0,,,,,,,,0,
 DIEWEG 180,Maison,,800000,,,,,0,,,,,, 18 ares,,0,
,Maison,,850000,,,,,,,,,,, 13 ares,,0,
 Chaussée de Charleroi 52-54,Penthouse,,900000,,,,,0,,,,,,,,0, Bien neuf
 Chaussée de Charleroi 52-54,Penthouse,,900000,,,,,0,,,,,,,,0, Bien neuf
 Chaussée de Charleroi 52-54,Penthouse,,900000,,,,,0,,,,,,,,0, Bien neuf
,Maison,,900000,,,,,0,,,,,, 11.36 ares,,0,
,Villa,,950000,,,,,0,,,,1, 13 ares, 14.6 ares,,0,
,Rez-de-chaussée,,950000,,,,,0,,,,,,,,0,
,Villa,,950000,,,,,0,,,,,, 18.2 ares,,0,
,Villa,,950000,,,,,,,,,1, 12 ares, 14.8 ares,,0,
,Villa,,950000,,,,,0,,,,,, 51 ares,,0,
,Appartement,,950000,,,,,0,,,,,,,,0,
 Avenue de la Toison d'or 17-20,Appartement,,950000,,,,,0,,,,,,,,0,
,Maison,,975000,,,,,0,,,,,, 21.68 ares,,0,
 61198,Penthouse,,995000,,,,,0,,,,,,,,0,
,Maison,,100000,,,,,0,,,,,, 182.95 ares,,0,
 Zeedijk-Zoute 697,Duplex,,100000,,,,,0,,,,,,,,0,
,Appartement,,250000,,,,,0,,,,,,,,0,
,Penthouse,,250000,,,,,,,,,,,,,0, Bien neuf
 Avenue des Princes 5-7,Immeuble,,250000,,,,,0,,,,,, 19.69 ares,,0, Besoin de travaux
,Villa,,450000,,,,,0,,,,,, 30 ares,,0,
,Appartement,,500000,,,,,0,,,,,,,,0,
 Sint-Gummarusstraat 27,Maison,,500000,,,,,0,,,,,, 6.1 ares,,0,
,Maison,,600000,,,,,0,,,,,, 51.36 ares,,0, Rénové
,Maison,,650000,,,,,0,,,,,, 19.9 ares,,0,
,Villa,,690000,,,,,,,,,,, 33 ares,,0,
,Villa,,750000,,,,,,,,,,, 26 ares,,0,
 avenue Champel 34,Villa,,750000,,,,,0,,,,1, 40 ares, 45 ares,,0,
 avenue Fond Roy 79,Rez-de-chaussée,,750000,,,,,0,,,,,,,,0,
,Villa,,900000,,,,,0,,,,,,,,0,
,Maison,,950000,,,,,0,,,,,,,,0, Rénové
,Villa,,950000,,,,,0,,,,,, 25 ares,,0,
,Villa,,990000,,,,,0,,,,,, 27 ares,,0,
,Maison,,990000,,,,,0,,,,,, 19.24 ares,,0,
,Villa,,995000,,,,,0,,,,1, 17 ares, 17 ares,,0,
,Villa,,995000,,,,,0,,,,,, 17 ares,,0,
,Appartement,,297000,,,,,0,,,,,,,,0,
 avenue Fond Roy 79,Appartement,,300000,,,,,0,,,,,,,,0, Rénové
,Villa,,350000,,,,,0,,,,,, 327.67 ares,,0,
 Pontstraat 132,Villa,,800000,,,,,0,,,,,,,,0,
,Maison,,900000,,,,,0,,,,1, 1.5 are, 3.35 ares,,0,
,Maison,,900000,,,,,0,,,,1, 28 ares, 33 ares,,0,
,Maison,,900000,,,,,,,,,1, 1.5 are, 4.5 ares,,0,
,Villa,,950000,,,,,0,,,,,, 26.75 ares,,0,
,Villa,,Nousconsulter,,,,,,,,,,, 77.9 ares,,0,
,Ferme,,Nousconsulter,,,,,,,,,,, 240 ares,,0,
,Villa,,Nousconsulter,,,,,,,,,1, 10.21 ares, 10.21 ares,,0, Bien neuf
,Villa,,Nousconsulter,,,,,,,,,1, 7.76 ares, 7.76 ares,,0, Bien neuf
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
 Fazantenlaan 16,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Bungalow,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Ferme,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Ferme,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Penthouse,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Appartement,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Appartement,,Nousconsulter,,,,,0,,,,,,,,0,
,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Appartement,,Nousconsulter,,,,,0,,,,,,,,0,
,Loft,,Nousconsulter,,,,,0,,,,,,,,0,
,Appartement,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Penthouse,,Nousconsulter,,,,,0,,,,,,,,0,
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Château,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
 Roeselaarsestraat 192,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Penthouse,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
 Sint-Janslaan 2,Appartement,,Nousconsulter,,1,,,0,,,,,,,,0, Bien neuf
 Koningin Astridlaan 75,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Château,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Ferme,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Appartement,,Nousconsulter,,1,,,0,,,,,,,,0, Bien neuf
 Duinenstraat 68,Studio,,Nousconsulter,,1,,,0,,,,,,,,0,
 Diksmuidestraat 11,Maison,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Jacob Lacopsstraat 2,Immeuble,,Nousconsulter,,,,,0,,,,,,,,0,
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Victorialaan 25,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Kaai 3,Appartement,,Nousconsulter,,1,,,0,,,,,,,,0, Bien neuf
 kerkstraat 36,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 kerkstraat 36,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Kloosterstraat 2,Appartement,,Nousconsulter,,,,,0,,,,,,,,0,
 Stenenbrug 79,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
 Hendrik Baelskaai 14,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Hendrik Baelskaai 14,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
 Hendrik Baelskaai 14,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Hendrik Baelskaai 14,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Appartement,,Nousconsulter,,,,,0,,,,,,,,0,
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Appartement,,Nousconsulter,,,,,0,,,,,,,,0,
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Appartement,,Nousconsulter,,,,,0,,,,,,,,0,
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Entrepotkaai 4,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Appartement,,Nousconsulter,,1,,,0,,,,,,,,0,
,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
,Appartement,,Nousconsulter,,1,,,0,,,,,,,,0, Bien neuf
,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Entrepotkaai 4,Penthouse,,Nousconsulter,,,,,0,,,,,,,,0,
 René Mouchotteplein 24,Appartement,,Nousconsulter,,,,,,,,,,,,,0,
 Kinderlaan 41,Appartement,,Nousconsulter,,,,,,,,,,,,,0,
 Langestraat 53,Appartement,,Nousconsulter,,,,,,,,,,,,,0,
 Zuidburgweg 48,Appartement,,Nousconsulter,,,,,,,,,,,,,0,
 Jozef II Straat 25,Appartement,,Nousconsulter,,,,,,,,,,,,,0,
 Gaillystraat 2,Appartement,,Nousconsulter,,,,,0,,,,,,,,0,
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
 Beelbroekstraat 1C,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
 Duinenweg 379,Appartement,,Nousconsulter,,,,,,,,,,,,,0,
 Ledebergstraat -,Appartement,,Nousconsulter,,,,,,,,,,,,,0,
 Meire 63,Appartement,,Nousconsulter,,,,,,,,,,,,,0,
 Ostendialaan 59,Appartement,,Nousconsulter,,,,,,,,,,,,,0,
 Koning Albert I-laan 43,Appartement,,Nousconsulter,,,,,,,,,,,,,0,
 Ostendialaan 57,Appartement,,Nousconsulter,,,,,,,,,,,,,0,
 Ostendialaan 55,Appartement,,Nousconsulter,,,,,,,,,,,,,0,
 Zeelaan 112,Appartement,,Nousconsulter,,,,,0,,,,,,,,0,
 Monseigneur Waffelaertlaan 2,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Monseigneur Waffelaertlaan 2,Appartement,,Nousconsulter,,1,,,0,,,,,,,,0, Bien neuf
 Monseigneur Waffelaertlaan 2,Appartement,,Nousconsulter,,1,,,0,,,,,,,,0, Bien neuf
 Koning Albert I-laan 49,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Koning Albert I-laan 41,Appartement,,Nousconsulter,,1,,,0,,,,,,,,0, Bien neuf
 Koning Albert I-laan 41,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
 Koning Albert I-laan 49,Appartement,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
